"청주 40대 남성, 동거인과 말다툼 후 22개월 子 데리고 분신 시도",  Copyright ⓒ  &
"한국석유관리원, 등유에 첨가제 섞어 불법사용현장 ’합동단속‘",  Copyright ⓒ  &
"경기도, 연천군·포천·파주·고양·김포시 ""위험지역""설정",  Copyright ⓒ  &
"수원시, 한국전쟁 전략적 요충지 ""수원"" 모습 한 눈에",  Copyright ⓒ  &
"경기도, 지하수 사용 식품업체 집중 수사",  Copyright ⓒ  &
"경기도, 2년 넘은 초콜릿 보관 등 불법행위 10건 적발",  Copyright ⓒ  &
"경기도, 대북전단 살포 ""현행범"" 체포",  Copyright ⓒ  &
"십대 男학생, 고교 온라인수업 화면에 성기 노출…재학생 아닌 외부인 소행",  Copyright ⓒ  &
"글로벌공룡 이베이 직원들, 자사비판 언론에 엽기보복하다 덜미",  Copyright ⓒ  &
"""황제복무"" 공군병사 헌병수사 착수, 공군총장 ""국민 신뢰 무너졌다"" 엄중처벌",  Copyright ⓒ  &
"호주절벽서 ""셀카"" 참변...남편 아이앞에서 추락사","추락 사고가 일어난 보로카 전망대.	사진| 그램피언스 국립공원 제공 호주의 유명 관광지에서 셀카를 찍던 30대 여성이 추락해 숨지는 사고가 일어났다.	 14일 미국 CNN방송에 따르면 로지 룸바라는 여성이 지난 12일 오후 3시쯤 호주 그램피언 국립공원 보로카 전망대에서 80m 아래로 추락했다.	 멜버른 북부 빅토리아주 크레이기번에 사는 룸바는 이날 남편, 두 아들과 함께 공원을 찾았다가 변을 당했다.	그가 추락한 장소는 인스타그램에서 유명한 사진 명소인 바위 절벽이다.	 룸바는 사진을 찍으려고 절벽 위 안전 난간을 넘어 해당 바위에 올라섰다.	 그러나 순간 중심을 잃고 80m아래로 추락했다.	  남편과 두 아이가 지켜보고 있었다.	  현지 경찰과 구조대는 룸바의 시신을 찾아 수습하는데 6시간 가량 걸렸다고 밝혔다.	 거친 지형 탓에 와이어를 이용해 시신을 들어올렸다고 한다.	로지의 자녀와 남편은 아직도 충격에서 벗어나지 못하고 있다.	  로지의 시누이인 자수 미날 룸바는 언론 인터뷰에서 ""그녀는 아이들의 훌륭한 엄마이자 오빠의 반려자였다""며 ""가족 모두가 충격에 빠져 있다""고 눈시울을 붉혔다.	보로카 전망대는 그램피언 국립공원의 절경을 한눈에 볼 수 있는 '셀카 명소'로 유명하다.	 이곳을 태그한 인스타그램 사진들이 6000여개에 이를 정도로 SNS 이용자에게 인기있는촬영지다.	그러나 보로카 전망대에서 벌어진 실족 사고는 이번이 처음이 아니다.	 1999년 59세의 영국인 관광객이 이곳에서 떨어져 사망했다.	  2018년 11월에는 한 남성이 이 절벽 가장자리에서 백 텀블링을 하는 영상이 퍼지면서 유명해지는 등 SNS가 유행하면서 크고 작은 안전사고가 이어졌다.	호주 당국은 추락으로 인한 사고 방지를 위해 난간과 경고문 등을 세웠지만 '인생샷'을 위해 위험을 무릅쓰는 사람들을 막기에는 역부족이다.	 그램피언 경찰은 지난해 초 페이스북을 통해 ""셀카를 찍기 위해 안전 난간을 넘어 절벽에 이르는 행동은 끔찍하게 이기적인 행동""이라며 ""어떤 셀카도 당신의 안전을 위태롭게할 가치는 없다""고 경고하기도 했다.	실제 룸바가 사망하기 30분 전 동행한 가이드도 이들 일행에게 추락하지 않도록 주의하라고 경고하기도 했다.	그런데도 이번 사고가 발생하자 리사 네빌 경찰국장은 ""목숨보다 가치 있는 사진은 없다""라며 ""소셜 미디어보다 안전을 중시해달라.	 이번 사건은 불행하게도 우리가 너무 자주보는 행동의 결과였다""고 말했다.	그러면서 ""위험 지역에서 셀카를 찍는 행동은 당신을 위험하게 할 뿐 아니라 구조대원과 응급 서비스 종사자의 생명까지 위협한다""고 지적했다."
"전국민 금융정보 유출사태…""정부 큰 책임, 금감원·경찰 핑퐁게임 멈춰야""",  Copyright ⓒ  &
"진도군, 등산로에 국가지점번호 설치 ‘응급상황 대비’",  Copyright ⓒ  &
"창녕 아동학대 계부 ""정말 미안하다. 내 딸로 생각해""주장, 영장실질심사",  Copyright ⓒ  &
"美 화장품CEO, 인종차별항의 문구쓰는 아시아인 신고했다 뭇매",  Copyright ⓒ  &
"38명 사망·10명 부상 ""이천 물류창고"" 화재…또 ""용접 불티"" 원인이었다",  Copyright ⓒ  &
"경기도, 노인학대 행위자 ""배우자"" 가장 많아",  Copyright ⓒ  &
"검찰, ""원정도박 혐의"" 양현석 약식기소",  Copyright ⓒ  &
“딸에게 미안하지 않느냐?”…창녕 아동학대 계부 ‘침묵’ 일관,  Copyright ⓒ  &
"포스코 포항제철소 공장 화재, 인명피해 없어...2시간 만에 진화",  Copyright ⓒ  &
"경찰, ""토스 부정결제"" 블리자드 압색…비밀번호 유출 경로 밝혀지나",  Copyright ⓒ  &
"해남군, 365 통합관제센터 운영 군민안전지킴이 역할 ""톡톡""",  Copyright ⓒ  &
"경기도, 껍질깨지고 분변 묻은 ""계란"" 유통 무더기 적발",  Copyright ⓒ  &
"""창녕 아동학대"" 쇠사슬에 목이 묶여...""추가 피해""도 당했다",  Copyright ⓒ  &
"""창녕 아동학대"" 계부·친모, 거주지에서 투신 등 자해…생명지장 無",  Copyright ⓒ  &
"성추행 현직 부장검사 ""술 취해 기억 안난다""...피의자로 경찰 조사",  Copyright ⓒ  &
"광주경찰, 고령 운전자 운전면허 자진반납 신청 받아",  Copyright ⓒ  &
"제2의 LA폭동사태 우려 한인타운에 주방위군 투입 ""한인 신변보호 약속""",  Copyright ⓒ  &
"무안군, 코로나 자가격리자 불시점검 실시",  Copyright ⓒ  &
"""구멍 뚫린"" 토스, 고객계좌 부정결제 발생…비밀번호 어떻게 유출됐나",  Copyright ⓒ  &
포항 고교생 등교 이틀 만에 폐손상으로 사망,  Copyright ⓒ  &
"코로나재택 中여학생, 모바일게임에 1천만원 결제 후 극단적 선택",  Copyright ⓒ  &
"KT강남지사 심야 화재, 4시간 만에 불길 잡혀…‘전지 수백여 개’ 파손",  Copyright ⓒ  &
"조주빈 휴대폰에서 남성 신분증 다수 발견...경찰 ""가담 여부 확인 중""",  Copyright ⓒ  &
"경찰, 숨진 채 발견된 정의연 마포 쉼터 소장 부검 실시",  Copyright ⓒ  &
"전남경찰, 생활 악성폭력 집중 단속 실시",  Copyright ⓒ  &
"""뉴욕경찰 교통국장"" 윌리엄 모리스 코로나19로 사망…향년61세",  Copyright ⓒ  &
"경기도, 수상레저사업장 135군데 안전관리 추진",  Copyright ⓒ  &
"""창녕 아동학대"" 피해자, 편의점으로 도망쳐 시민이 구조",  Copyright ⓒ  &
"국과수 부검 결과, 위안부 쉼터 소장 극단적 선택 추정",  Copyright ⓒ  &
"무안군, 제65회 현충일 추념식 열어",  Copyright ⓒ  &
"""마스크 안 쓰고 오염시키려고 해서"" 50대男 차량돌진해 어린이 등 3명 상해",  Copyright ⓒ  &
"""바람에 씨앗이 날라와 싹 텄을 뿐"" 집옥상서 2년간 양귀비 350주 기른 60대 입건",  Copyright ⓒ  &
"""20년 억울한 옥살이"" 윤성여씨, 32년만에 재심서 무죄","17일 경기도 수원시 수원지방법원에서 열린 이춘재 연쇄살인 8차 사건 재심 선고공판에서 재심 청구인 윤성여 씨가 무죄를 선고받고 법원 청사를 나와 소감을 말하고 있다.	 연합뉴스 이춘재 연쇄살인 8차 사건의 범인으로 몰려 20년간 억울한 옥살이를 했다며 재심을 청구한 윤성여씨가 사건 발생 32년 만에 재심법정에서 무죄를 선고받았다.	 법원은 과거 잘못된 판결로 윤씨가 옥고를 치르게 된 점에 대해 사과했고, 이로써 윤씨는 여중생을 성폭행하고 참혹하게 살해한 강력범죄자라는 오명을 뒤늦게나마 떨쳐내게 됐다.	 수원지법 형사12부는 17일 이 사건 재심 선고 공판에서 ""과거 수사기관의 부실 수사 및 제출 증거의 오류를 법원이 재판 과정에서 발견하지 못해 잘못된 판결을 내렸다""며 윤씨에게 무죄를 선고했다.	 재판부는 ""이로 인해 20년이라는 오랜 기간 옥고를 거치며 정신적·육체적으로 큰 고통을 받은 피고인에게 사법부 구성원의 일원으로서 사과의 말씀을 드린다""며 ""이 선고가 피고인의 명예 회복에 도움이 되길 바란다""고 밝혔다.	 또한 ""피고인의 자백 진술은 불법체포·감금 상태에서 가혹행위로 얻어진 것이므로 증거능력이 없다""며 ""또 소아마비 장애를 가진 피고인의 신체 상태, 범행 현장의 객관적 상황, 피해자 부검감정서 등이 다른 증거와 모순·저촉되고 객관적 합리성이 없다""고 판시했다.	 이어 ""반면 이춘재의 진술은 그 내용이 매우 구체적이고 합리적이며, 객관적인 증거와 부합해 신빙성이 높다고 판단된다""라고 부연했다.	 재판부가 ""피고인은 무죄""라는 주문을 낭독하자, 윤씨는 재심 재판 전 과정을 도운 박준영 변호사, 법무법인 다산의 김칠준, 이주희 변호사, 그리고 여러 방청객과 손뼉을 치며 기뻐했다.	 이 사건을 직접 수사하고 재심 재판을 이끈 수원지검 형사6부 소속 이상혁, 송민주 검사는 검찰을 대표해 윤씨에게 다시 한번 사과했다.	 무죄가 확정되면서 윤씨는 억울한 옥살이 20년에 대한 형사보상을 받게 된다.	형사 피의자 또는 형사 피고인으로 구금됐던 사람이 불기소 처분을 받거나 무죄 판결을 받았을 때 국가에 청구하는 형사보상금은 무죄 선고가 나온 해의 최저 임금의 5배 안에서 가능해 19년 6개월간 복역을 한 윤씨는 대략 17억 6000만원정도의 형사 보상금을 받을 수 있을 것이라는 전망이 나온다.	 이와 별도로 국가 등을 상대로 손해배상도 청구할 수 있다.	 한편 이번 재심은 지난 2월 1차 공판준비기일을 시작으로 이날 선고공판까지 총 13차례에 걸쳐 열렸으며, 당시 수사기관 관계자와 과학수사 분야 전문가 등 21명의 증인이 출석했다.	 현존하는 유일한 '객관적 증거'로 주목을 끌었던 사건 현장의 체모는 DNA 손상 등으로 인해 '판단 불능' 판정이 나왔다.	 이 체모는 국과수가 2017∼2018년께 국가기록원에 이관한 이춘재 8차 사건 감정 관련 기록물 첨부물에 테이프로 붙여진 상태로 30년 넘게 보관돼온 것이다.	 이에 재판부는 이춘재의 증언이 필요하다고 보고 그를 증인으로 채택했다.	이춘재는 지난달 2일 법정에 증인으로 출석, 1986년 연쇄살인 1차 사건 발생 이후 처음으로 일반에 모습을 드러내 자신이 자백한 14건의 살인과 30여 건의 성범죄를 재확인했다.	 그는 ""어떤 계획이나 생각을 갖고 한 것이 아니라 불을 찾아가는 불나방처럼 범행을 저질렀다""고 증언해 충격을 줬다.	 법원이 검찰과 변호인 양측의 의견대로 무죄를 선고한 만큼, 항소는 없을 것으로 전망된다.	 항소시한인 일주일 이내에 양측의 항소가 없으면 판결은 이대로 확정된다.	 이춘재 8차 사건은 1988년 9월 16일 경기 화성군 태안읍 진안리에서 박모 양이 성폭행을 당한 뒤 살해된 사건이다.	 이듬해 범인으로 검거된 윤씨는 1심에서 무기징역을 선고받고 상소하면서 ""경찰의 강압 수사로 허위 자백을 했다""며 혐의를 부인했으나, 2심과 3심 재판부는 이를 모두 기각했다.	 20년을 복역하고 2009년 가석방된 윤씨는 이춘재의 범행 자백 이후인 지난해 11월 법원에 재심을 청구했고, 법원은 올해 1월 이를 받아들여 재심 개시 결정을 내렸다."
"흉기찔린 10대 아들, 이혼소송 중인 부부 추락...원주서 일가족 참변",  Copyright ⓒ  &
"팝스타 카니예 웨스트 ""조지 플로이드 유족 돕겠다"" 200만달러 기부[할리웃톡]",  Copyright ⓒ  &
"압수수색 위안부 피해자 쉼터 소장, 파주 자택서 숨진 채 발견",  Copyright ⓒ  &
"""8분 46초""간의 ""침묵의 순간"", 플로이드 첫 추모식. 美 3개 도시서 추모 이어",  Copyright ⓒ  &
"부산지검 부장검사, 길가던 여성 성추행하다 체포. 정상출근하며 조사 중",  Copyright ⓒ  &
서울서도 반(反) 인종차별 시위 열린다…서울시청-美대사관까지 침묵 행진,  Copyright ⓒ  &
"""조지 플로이드"" 사망사건 공범 전직경찰 3명 中 1명 구속…현장 영상 공개",  Copyright ⓒ  &
"美애틀랜타 한인, 흑인사망 항의시위대에 음식제공 연대 의사 전해",  Copyright ⓒ  &
"""용변 보자 가방 바꿔"" 의붓子 여행가방에 ""7시간"" 방치사망 계모 구속",  Copyright ⓒ  &
대구 신세계백화점 9층서 30대 남성 투신,  Copyright ⓒ  &
"경기도, 페이퍼컴퍼니 ""퇴출"" 시스템 도입",  Copyright ⓒ  &
"""코로나19가 아니라 가정폭력?"" 살인 범죄 덮으려 한 美남성 검거[B급통신]",  Copyright ⓒ  &
이언주 남편은 왜 민주당 유세장 앞을 오갔을까. 진흙탕 고소전 펼쳐진 부산 남구을,  Copyright ⓒ  &
KBS 여자화장실 몰카 용의자 자수,  Copyright ⓒ  &
"영화 ""기생충"" 지하인간의 현신? 광주 영화관 아래층 기거하던 50대 입건",  Copyright ⓒ  &
"美, ""플로이드 사망"" 규탄 시위로 코로나19 재확산 우려",  Copyright ⓒ  &
"아이파킹, 이병휘 대표 지목에 전국 2700곳 사이니지로 ""덕분에 챌린지"" 화답",  Copyright ⓒ  &
"제이드가든 수목원, ""덕분에 챌린지"" 동참…“코로나 관련 종사자 무료입장”",  Copyright ⓒ  &
"""플로이드 사망사건""에 분노한 美 프로야구단 ""변화위해 행동하자""",  Copyright ⓒ  &
"미국의 ""흑인 사망 시위"", 시위 넘어 폭동으로 미국 전역에 확산",  Copyright ⓒ  &
"美, 백인경찰에 목졸려 숨진 ""흑인 사망 사건"" 규탄 시위 곳곳서 발생",  Copyright ⓒ  &
"딸 죽인 갱단 추적해 10명 붙잡은 ""엄마의 복수"", 감동","미리암 로드리게스.	 출처| 페이스북 갱단에 납치·살해된 딸의 복수를 위해 3년간 집요하게 범인들을 추적해 붙잡은 멕시코 어머니의 영화 같은 이야기가 감동을 안기고 있다.	 17일 미국 뉴욕타임스 등에 따르면 멕시코 국경 지역 산 페르난도에 살다가 범죄 조직에 딸을 잃은 미리암 로드리게스의 복수극이 언론을 통해 뒤늦게 알려졌다.	로드리게스 영화같은 삶은 그의 딸 카렌이 2014년 1월 차를 몰고 나갔다가 픽업트럭을 탄 폭력 조직원들에게 납치되면서부터 시작됐다.	 총기로 무장한 조직원들은당시 카렌의 차가 정차했을 때 그녀를 위협해 강제로 픽업트럭에 태우고 달아났다.	로드리게스 남편 집에 걸린 로드리게스의 사진.	 뉴욕타임스 홈페이지 캡처로드리게스는 카르텔이 요구하는 대로 대출까지 받아 딸의 몸값을 지불했지만, 카렌은 결국 살해됐다.	당시 멕시코에서는 마약 카르텔 등 범죄조직들의 강력 범죄가 자주 발생해 열댓 명의 사망자가 나와도 뉴스가 되지 않을 정도로 납치 살인이 심각했다.	로드리게스는 이후 딸에 대한 복수를 다짐하고 범인에 관한 단서를 찾기 시작했다.	 그는 범인들이 전화로 돈을 요구하던 중 수화기 너머로 다른 남성을 ""사마""라고 부르는 것을 떠올렸다.	로드리게스는 딸의 페이스북을 샅샅이 뒤져 사마라는 남성이 찍힌 사진을 발견했다.	 범인에게 자신의 신분을 들키지 않으려고 머리를 염색하는 등 분장을 한 로드리게스는 사마와 그 주변 인물에 대한 정보를 수집했고, 이를 경찰에 넘겨 범인 검거를 이끌었다.	그를 도와 범인을 검거한 경찰관은 ""로드리게스가 모은 범죄 조직 정보는 이전에 본 적이 없었을 정도로 자세했다""며 ""그녀는 정부 기관의 도움을 거의 받지 못했다""고 떠올렸다.	로드리게스는 체포된 10대 조직원 중 1명이 경찰서 유치장에서 배가 고프다고 했을 때 치킨을 사줬다.	 치킨에 감동한 이 조직원은 카렌이 살해당한 장소와 카르텔에 대한 정보를모두 털어놨다.	범행 현장에는 수십구의 시신이 있었고, 그중 카렌의 소지품과 유해도 발견됐다.	로드리게스는 약 3년간 분장, 위장, 잠복 등 다양한 방법으로 범죄 조직의 뒤를 캐 경찰에 넘겼다.	그는 권총으로 무장하고 다녔고, 몇몇 조직원을 직접 체포하기도 했다.	 3년간 검거된 조직원은 10명에 달한다.	그러나 2017년 3월 시우다드 빅토리아 교도소에서 대규모 탈옥이 일어나, 로드리게스에 의해 검거된 조직원 일부도 탈옥하며 영화같은 복수극은 비극으로 끝났다.	로드리게스는 그해 5월 '어머니의 날' 자택 앞에서 탈옥한 갱단이 쏜 총에 맞아 숨졌다.	그의 가족은 경찰에 신변 보호를 요청했지만 소용없었다.	 딸의 실종에 스스로 문제를 해결하고 결국 살해된 로드리게스의 이야기는 멕시코의 범죄 문제를 상징적으로 보여준다고 NYT는 전했다."
"경찰, ""박사방"" 조주빈 공범 ""부따"" 신상도 공개할까",  Copyright ⓒ  &
안전속도 50km로 낮춰면 사망자 63% 줄고 지연시간은 2분에 그쳐,  Copyright ⓒ  &
KBS 여자화장실서 몰카 발견…해당 건물은 개콘 연습실,  Copyright ⓒ  &
"컴퓨터 수리기사, 손님 컴퓨터서 음란물 발견 …협박·금품 갈취",  Copyright ⓒ  &
"트럼프 트윗에 ""팩트체크""하라는 트위터...강력한 소통 무기 잃게 되나",  Copyright ⓒ  &
"美 흑인사망사건 성난 시위대 백악관 진입시도, 일시 봉쇄",  Copyright ⓒ  &
"울산교육청, 초등생에 팬티세탁 숙제 ""부끄부끄"" 댓글단 교사 ""파면""",  Copyright ⓒ  &
"""나 취했다""며 여성 택시기사 폭행, 성추행. 뻔뻔한 승객에 靑국민청원 제기",  Copyright ⓒ  &
"경기도, 개발제한구역 불법용도·형질 변경 집중 수사",  Copyright ⓒ  &
"""내딸 왜 때려?"" 놀이터서 9살 어린이 쫓아와 자동차로 ""쿵"" 어긋난 모정",  Copyright ⓒ  &
"‘시큐어앱’ 몸캠피싱 보안센터, 피씽 범죄에 빠른 대응으로 피해 줄여"," 매년 발생건수와 피해액이 증가하며 검거에 어려움을 겪고 있는 몸캠피싱 범죄가 중요 보안위협이자 서민경제를 침해하는 사기범죄로 손꼽히고 있다.	 해당 범죄는 개인의 은밀한 사생활이 결부되어 있기 때문에 피해자들이 신고를 꺼리는 경향이 강하며, 이로 인해 정확한 발생건수를 집계하기가 어렵다.	특히나 최근 몸캠피싱 조직들은 외국에서 활동하는 곳들이 대다수를 차지하고 있으며, 해외 조직원들이 피싱을 시도하고 국내의 조직들은 피해자들을 대상으로 협박을 가해 갈취한 돈을 현금화 및 송금하는 역할을 담당한다.	 몸캠피씽은 핸드폰 해킹, 영상물 유포 등을 활용해 피해자에게 동영상 유포협박을 가하는 범죄로, 주로 남성들이 타겟이다.	 여성을 위장하여 채팅앱 상에서 접근한 뒤 성적 호기심을 자극하여 음란 행위를 유도, 이를 녹화하여 유포하겠다며 금전 요구를 해오는 식이다.	이러한 몸캠피씽 범죄에 당해 피해를 입었다면 되도록 침착하게 행동하고 즉시 경찰 등 수사기관에 피해사실을 알리고 동시에 웹상으로 영상이 유출되는 것을 막아야 하므로 전문 보안 업체를 찾아 대응 솔루션을 신청해야 한다.	이에 대해 사이버 보안업체 시큐어앱 임한빈 대표는 “악성코드를 이용한 해킹이 아니더라도, 협박범이 피해자 지인들의 연락처를 알아내는 것은 어렵지 않기 때문에, 처음부터 온라인에서 만난 낯선 상대와의 부적절한 대화를 하지 않는 것이 중요하다”면서 “만약 주의하지 못해 몸캠피씽에 당하게 되었다면 가능한 빠르게 보안전문가 혹은 보안회사에 도움을 구해 해결해야 한다”고 설명했다.	특히 이 수법은 가까운 이들에게 영상이 유포될 수 있다는 범죄 특성상 초기에 신속한 대응이 무엇보다 중요하다.	 이에 시큐어앱은 IT전문가로 구성된 전담팀을 꾸려 동영상 피싱, 영상통화 피싱, 몸캠피씽 24시간 대응센터를 운영하여 어느 시간대에 피해가 발생해도 즉각적인 대응을 펼치며 피해 확산을 막고 있다.	이어 임대표는 “만약 이러한 범죄에 당하고 있다면 혼자 전전긍긍하며 협박범에 대응하기보다는 전문적인 조력을 통해 범죄로부터 완전히 벗어나는 것이 현명하다”라고 설명했다.	이 밖에도 시큐어앱은 모바일 악성 앱 분석, 모바일 진단 및 복구, 사이버범죄 수집 및 차단 등 포괄적인 모바일 보안 서비스를 진행하며 사이버 범죄의 피해자들을 돕고 있다."
"""답답해 무단이탈""…코로나19 자가격리 어긴 20대 징역 4개월, 첫 실형 판결",  Copyright ⓒ  &
"광주광역시, 유흥시설 집합제한 조치 유지",  Copyright ⓒ  &
"통합당 김진태 선거운동원, 면도칼로 세월호 현수막 훼손해 검거",  Copyright ⓒ  &
"김진태 후보, 선거운동원의 세월호 추모 현수막 무더기 훼손에 ""개인의 일탈""",  Copyright ⓒ  &
"화성시, 동탄호수공원 도로명 주소 부여...시민 편의 기대",  Copyright ⓒ  &
"전남도, 유흥시설 집합금지 명령 연장",  Copyright ⓒ  &
"美 20대 남성, 인기데이트 앱 ""틴더"" 통해 처음 만난 상대 흉기로 살해",  Copyright ⓒ  &
음주운전 생방송 40대 유튜버… 집행유예 선고,  Copyright ⓒ  &
"""성추행 인정 후 잠적"" 오거돈 전 부산시장, 오늘(22일) 경찰 소환",  Copyright ⓒ  &
"광주경찰, 범죄도시2 영화 촬영 교통소통·안전확보로 시민 불편 ""최소화""",  Copyright ⓒ  &
"김재규 전남경찰청장, 어린이 교통안전 릴레이 챌린지 참여",  Copyright ⓒ  &
명확한 원거리 음성경고로 생명 지키는 ‘도로용 초지향성 스피커’,  Copyright ⓒ  &
"완도군, 스마트시티 통합플랫폼 활용 가상훈련 실시",  Copyright ⓒ  &
"""성추행"" 오거돈, 직·간접적 고발 사안만 7건…총선 전 무마 시도 등 조사",  Copyright ⓒ  &
"아베 총리의 남자 ""구로카와"" 검사장, 코로나19 와중에 기자들과 도박 물의",  Copyright ⓒ  &
"광주경찰, 5·18 민주평화 대행진 교통안전 적극 지원",  Copyright ⓒ  &
"여성 2명 살해로 신상공개 최신종, ""이미 구속, 포토라인은 안 선다""",  Copyright ⓒ  &
"씨름유망주→연쇄살인마, 31세 최신종 신상 공개 ""나흘만에 연달아 살인""",  Copyright ⓒ  &
"벤틀리, 포르쉐 이어 이번엔 마세라티 파손사고... 경찰 ""CCTV 분석 중""",  Copyright ⓒ  &
"""코로나19 시국에 나체로 비행기를?"" 美 여성 공항서 알몸 소동",  Copyright ⓒ  &
"경기도, 불법 다단계·상조업 14명 검거..,7명 검찰 송치",  Copyright ⓒ  &
"구례군, 전라남도 사회혁신 공모사업 최종 선정",  Copyright ⓒ  &
"강용석 체포후 ""가세연"" 슈퍼챗 하루 1500만원 후원 쏟아져"," 문재인 대통령에 대한 명예훼손 혐의로 경찰에 체포됐다가 8시간 만에 풀려난 강용석 변호사의 유튜브 채널 '가로세로연구소'에 후원금의 일종인 '슈퍼챗'이 폭발적으로 늘었다.	  9일 슈퍼챗 통계 사이트 플레이보드에 따르면 이날 하루 가세연이 벌어들인 슈퍼챗은 약 1500만원이다.	 강 변호사가 자택에서 체포된 지난 8일에는 840만원의 슈퍼챗 수익을 올렸다.	 하루 평균 100만~300만원이던 슈퍼챗이 최소 5배에서 최대 15배 늘어났다.	 2018년 7월 가세연이 채널개설한 이후 슈퍼챗 총 수입은 10억원 정도다.	 유튜브 채널 '가로세로연구소' 슈퍼챗 통계.	 플레이보드 캡처 앞서 서울경찰청 사이버수사대는 지난 8일 오전 정보통신망 이용촉진 및 정보보호 등에 관한 법률상 명예훼손 혐의로 강 변호사를 자택에서 체포해 조사했다.	 경찰은 더불어민주당이 지난 3월 가짜뉴스로 고발한 사건과 관련해 강 변호사를 3개월간 4차례 출석하라고 요구했지만 불응하자 체포한 것으로 알려졌다.	 가세연은 같은달 문 대통령과 한 남성이 악수하는 사진을 두고 대통령이 이만희 신천지 교주와 악수하고 있다고 확인되지 않은 사실을 방송했다가 이후 사과 및 정정했다.	  강 변호사는 문 대통령에 대한 명예훼손 혐의로 경찰에 체포돼 8시간 동안 조사받은 뒤 9일 오전 귀가하면서 ""다른 언론들은 안 하고 우리만 특별히 고발한 것은 납득할수 없다""고 말했다.	 경찰 소환에 응하지 않았던 이유로 ""온갖 사람들이 고발을 해서 걸려있는 사건이 수십 건 되는데 경찰·검찰이 부른다고 다 나갔다가는 가세연 업무를 할 수가 없는 상황""이라며 ""우파 유튜버들에 대한 대대적인 탄압""이라고 주장했다.	그러나 이와 관련, 김성회 열린민주당 대변인은 강 변호사가 경찰의 출석 요구에 응하지 않은 데 대해 ""'난 그런 의도로 한 말 아니고 나중에 사실이 아닌 걸 알아 사과도 했다'고말하면 되는데 출석 요구를 뭉갠 건 슈퍼챗 때문""이라고 9일 주장했다.	 이어 ""어제 오늘 가세연에 슈퍼챗이 쏟아졌는데 이것이 우파가 꿩과 매를 다 잡는 비결""이라며 ""'문재인 독재'에 항거하는 투사 이미지를 쌓고 슈퍼챗은 덤이며 후원계좌는 별도""라고 꼬집었다.	 김 대변인은 ""증오와 가짜뉴스에 기반한 이 선동을 언제까지 보고 있어야 하나""라고 비판했다.	 한편 유튜브에서 2017년 도입한 수입 창출법인 슈퍼챗은 광고 수익 대신 유튜브 방송을 듣는 시청자들의 현금을 기부받는 것이다."
"n번방 ""갓갓"" 문형욱 오늘 검찰 송치. 안동서 앞 얼굴공개",  Copyright ⓒ  &
"""갓갓"" 문형욱 ""조주빈과는 무관. 잘못된 성관념 죄송하다"" 얼굴공개",  Copyright ⓒ  &
"""n번방"" 운영자 갓갓, 검찰송치 전 얼굴공개 결정",  Copyright ⓒ  &
"정부, 코로나19 자가격리 위반자에 ""안심밴드"" 착용",  Copyright ⓒ  &
"10대 n번방 가해자 만연…""피해자 안되기""만 가르치는 학교들",  Copyright ⓒ  &
"광주경찰, 5·18기념식 행사 안전한 경비 다짐 ""최선""",  Copyright ⓒ  &
"목포시, 주요 관광지 특별교통지도 나서",  Copyright ⓒ  &
"경기도, 잔인한 방법 도살 등 동물보호법 위반 14건 적발",  Copyright ⓒ  &
"""갓갓"" 문형욱 추가자백 ""피해자 50명, n번방 수익 신고 막으려 피해자에게 줬다""",  Copyright ⓒ  &
한집 살던 남성 잔혹살해한 제주 50대 여성 징역 20년 선고,  Copyright ⓒ  &
"경기도, 유가보조금 부정수급 화물차주 375명 적발",  Copyright ⓒ  &
강남 재건축 대어 반포3주구 놓고 건설사 수주전 과열양상,  Copyright ⓒ  &
"""n번방 갓갓"" 신상공개 결정…경찰 ""범행 수법 악질적·반복적""",  Copyright ⓒ  &
"""n번방"" 최초 개설자 ""갓갓"" 신상공개...24세 문형욱(사진)",  Copyright ⓒ  &
"경기도, 농약·비료 불법 유통판매 23군데 업체 적발",  Copyright ⓒ  &
"[속보] 텔레그램 n번방 개설한 ""갓갓"" 문형욱 신상공개 결정",  Copyright ⓒ  &
"광주광역시, 유흥시설에 집합금지 긴급 행정명령 발령",  Copyright ⓒ  &
"해남군, 유흥시설 등 76개소 집중단속 실시",  Copyright ⓒ  &
"구례군, 체류자격 없는 외국인 등 무료 진단검사 실시",  Copyright ⓒ  &
"경찰, ""인분 먹기 강요"" 빛과진리교회 압수수색",  Copyright ⓒ  &
"""n번방 사진 있다"" 자수한 20대 남성, 숨진 채로 발견",  Copyright ⓒ  &
소비자 10명 중 9명은 “전동킥보드 이용 규제 필요”,  Copyright ⓒ  &
"경찰, 아파트 경비원 폭행 ""갑질"" 가해자 출국금지 조치",  Copyright ⓒ  &
"용인시, 대학가 등 5곳 정류소 안심 ""비상벨"" 추가 설치",  Copyright ⓒ  &
"동대문 빛과진리교회 압수수색, ""신도 인분먹이고 폭행"" 리더십 훈련자료 확보",  Copyright ⓒ  &
"예술의전당, 연극 ""레 미제라블"" 배우 공개모집",  Copyright ⓒ  &
"서울시 ""이태원클럽 익명검사 후 하루 6500건 증가"" 총 1만명 추정",  Copyright ⓒ  &
"화성시, 8개반18명 유흥시설 현장 투입 점검 강화",  Copyright ⓒ  &
"[속보]""n번방"" 최초 개설자 ""갓갓"" 검거 ""24세 남성, 구속영장 신청""",  Copyright ⓒ  &
